,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
4071,29,blue-collar,single,tertiary,no,455,no,no,cellular,22,oct,542,4,148,3,success,yes
10496,33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,151,2,-1,0,unknown,no
8132,47,management,married,unknown,no,4567,no,no,telephone,31,jul,921,4,-1,0,unknown,no
761,34,management,married,tertiary,no,520,yes,no,cellular,12,aug,1307,4,-1,0,unknown,yes
405,49,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,625,1,-1,0,unknown,yes
8535,35,management,married,tertiary,no,365,no,no,cellular,21,nov,168,2,-1,0,unknown,no
10674,54,technician,single,secondary,no,224,no,no,cellular,5,aug,134,2,-1,0,unknown,no
10993,40,housemaid,married,primary,no,0,no,no,cellular,28,aug,16,20,-1,0,unknown,no
6187,47,services,married,secondary,no,1764,no,yes,cellular,26,aug,119,6,-1,0,unknown,no
6370,23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,unknown,no
3016,36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,yes
4643,29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,yes
9514,57,unemployed,married,secondary,no,890,no,no,cellular,5,feb,343,4,-1,0,unknown,no
1912,34,blue-collar,married,secondary,no,634,no,yes,cellular,12,may,737,3,-1,0,unknown,yes
8083,33,management,single,secondary,no,2955,yes,no,cellular,18,may,178,2,-1,0,unknown,no
2282,25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success,yes
5763,30,blue-collar,single,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,no
2397,79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
5488,49,management,married,tertiary,no,0,yes,no,cellular,18,nov,102,1,-1,0,unknown,no
4816,30,blue-collar,married,secondary,no,278,yes,yes,unknown,23,may,1073,1,-1,0,unknown,yes
1308,34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,350,3,-1,0,unknown,yes
5429,34,services,married,secondary,no,40,yes,no,cellular,17,jul,302,2,-1,0,unknown,no
8654,49,management,married,tertiary,no,1887,no,no,cellular,18,nov,244,3,-1,0,unknown,no
6916,33,blue-collar,single,secondary,no,-14,yes,no,cellular,14,may,223,2,-1,0,unknown,no
1967,39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,358,1,other,yes
5646,40,management,married,tertiary,no,0,no,no,cellular,14,jul,109,8,-1,0,unknown,no
1930,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
2223,60,technician,married,secondary,no,294,no,no,telephone,3,jun,206,4,-1,0,unknown,yes
5623,37,management,married,tertiary,no,-666,yes,no,cellular,18,nov,204,2,-1,0,unknown,no
4186,29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes
5821,28,blue-collar,single,secondary,no,39,no,no,cellular,31,jul,22,7,-1,0,unknown,no
3086,37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,396,2,-1,0,unknown,yes
10170,42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,no
10389,31,management,married,tertiary,no,50,no,no,cellular,19,aug,37,5,-1,0,unknown,no
11080,25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other,no
8571,34,blue-collar,married,secondary,no,199,yes,no,unknown,8,may,627,3,-1,0,unknown,no
3555,60,technician,married,secondary,no,0,no,no,cellular,25,may,641,4,-1,0,unknown,yes
2373,35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown,yes
3818,45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,yes
9473,54,blue-collar,married,primary,no,-636,yes,no,unknown,30,may,324,3,-1,0,unknown,no
1186,34,unemployed,married,primary,no,309,no,no,cellular,5,feb,578,1,-1,0,unknown,yes
6804,31,admin.,married,secondary,no,3,yes,no,cellular,28,jul,37,12,-1,0,unknown,no
8065,46,management,married,tertiary,no,125,yes,no,telephone,12,may,81,5,-1,0,unknown,no
7979,34,technician,married,secondary,no,484,no,no,unknown,9,may,84,4,-1,0,unknown,no
4295,42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success,yes
7134,58,housemaid,married,primary,no,1310,yes,yes,cellular,22,jul,1226,2,-1,0,unknown,no
5475,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,no
7327,20,student,single,tertiary,no,2764,yes,no,unknown,29,may,139,2,-1,0,unknown,no
7400,44,management,married,tertiary,no,70,no,no,cellular,20,aug,165,3,-1,0,unknown,no
311,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,yes
9750,43,admin.,married,secondary,no,315,no,no,cellular,23,jul,129,2,-1,0,unknown,no
9967,58,retired,divorced,unknown,no,5920,yes,no,cellular,21,nov,96,1,121,1,failure,no
3347,35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,1,-1,0,unknown,yes
8046,67,retired,married,tertiary,no,3810,no,no,cellular,21,oct,1206,1,-1,0,unknown,no
8333,44,management,married,secondary,no,13054,yes,no,cellular,11,may,471,2,174,12,other,no
4370,33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,1,91,3,success,yes
9685,44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,81,1,195,2,failure,no
4179,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
1300,37,technician,married,tertiary,no,549,no,no,cellular,2,mar,239,1,-1,0,unknown,yes
8760,53,housemaid,married,primary,no,0,no,no,unknown,24,jun,51,8,-1,0,unknown,no
8719,41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,2,-1,0,unknown,no
7694,52,blue-collar,married,primary,no,1271,no,no,cellular,18,aug,131,3,-1,0,unknown,no
2676,53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,unknown,yes
9139,63,entrepreneur,married,tertiary,no,2707,no,no,telephone,16,nov,57,4,-1,0,unknown,no
10767,20,admin.,single,secondary,no,336,no,yes,cellular,5,jun,133,1,-1,0,unknown,no
10517,30,unemployed,single,tertiary,no,463,no,no,cellular,22,aug,374,4,-1,0,unknown,no
6265,52,services,married,secondary,no,108,yes,no,unknown,15,may,543,12,-1,0,unknown,no
2556,49,technician,single,secondary,no,9131,yes,no,cellular,18,aug,532,1,461,5,failure,yes
6201,56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,-1,0,unknown,no
1289,31,management,single,tertiary,no,924,no,no,cellular,27,feb,172,1,-1,0,unknown,yes
345,46,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,3,-1,0,unknown,yes
8974,65,retired,married,primary,no,343,no,no,telephone,5,feb,159,2,-1,0,unknown,no
7686,28,technician,single,secondary,no,593,yes,no,unknown,19,jun,202,1,-1,0,unknown,no
288,39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown,yes
2131,33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,yes
10151,36,blue-collar,single,secondary,no,1127,yes,no,cellular,10,jul,455,1,-1,0,unknown,no
2488,21,student,single,secondary,no,123,no,no,telephone,12,aug,449,1,-1,0,unknown,yes
6122,28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,unknown,no
3755,34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,yes
8716,31,management,single,tertiary,no,5691,yes,no,cellular,21,nov,37,2,123,1,failure,no
8107,33,admin.,single,secondary,no,1437,yes,no,unknown,21,may,641,1,-1,0,unknown,no
1739,54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,yes
2082,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,1057,6,355,1,other,yes
9311,35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,0,unknown,no
6843,36,technician,single,secondary,no,0,no,no,cellular,28,aug,8,13,-1,0,unknown,no
4170,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
1433,30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other,yes
1159,57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,1416,1,-1,0,unknown,yes
4991,42,management,married,tertiary,no,294,no,no,cellular,26,aug,513,1,-1,0,unknown,yes
6474,39,admin.,married,secondary,no,1595,yes,no,unknown,5,jun,102,2,-1,0,unknown,no
6835,34,technician,divorced,secondary,no,27,yes,no,unknown,26,may,133,3,-1,0,unknown,no
3177,35,admin.,single,secondary,no,-32,no,yes,cellular,9,feb,63,4,182,5,failure,yes
5714,47,management,married,tertiary,no,866,no,no,unknown,20,jun,7,7,-1,0,unknown,no
1520,35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other,yes
1462,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes
9995,30,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,1,-1,0,unknown,no
7075,37,management,married,tertiary,no,7100,no,no,cellular,20,nov,757,2,-1,0,unknown,no
260,53,technician,married,secondary,no,480,no,no,unknown,6,jun,648,2,-1,0,unknown,yes
2563,29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
2975,26,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,346,1,-1,0,unknown,yes
921,56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,465,1,-1,0,unknown,yes
8245,48,blue-collar,married,secondary,no,558,yes,no,telephone,5,feb,708,8,-1,0,unknown,no
3695,50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes
7278,31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,161,3,188,9,failure,no
6432,31,self-employed,single,tertiary,no,91,no,no,unknown,23,may,206,1,-1,0,unknown,no
3374,44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,2,-1,0,unknown,yes
8414,38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,-1,0,unknown,no
4579,48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,2,92,12,success,yes
348,24,management,married,secondary,no,867,yes,no,unknown,20,jun,546,10,-1,0,unknown,yes
6685,51,admin.,married,primary,no,658,yes,no,unknown,14,may,369,1,-1,0,unknown,no
473,56,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,1222,1,-1,0,unknown,yes
181,35,management,single,tertiary,no,565,yes,no,unknown,30,may,763,1,-1,0,unknown,yes
2917,33,services,married,secondary,no,386,no,no,cellular,12,nov,253,1,92,4,failure,yes
45,35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,may,945,2,-1,0,unknown,yes
8094,47,services,married,secondary,no,311,yes,yes,cellular,12,may,238,1,301,3,failure,no
4173,24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success,yes
5671,52,blue-collar,married,primary,no,1624,no,no,unknown,20,jun,114,3,-1,0,unknown,no
9535,58,technician,single,secondary,no,382,no,no,cellular,13,aug,460,2,-1,0,unknown,no
986,32,self-employed,single,tertiary,no,1249,yes,no,cellular,19,nov,472,1,-1,0,unknown,yes
6042,30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no
7609,38,technician,married,secondary,no,185,no,yes,cellular,29,aug,44,16,-1,0,unknown,no
1939,48,services,divorced,secondary,no,-276,yes,yes,cellular,13,may,674,1,-1,0,unknown,yes
1941,30,student,single,tertiary,no,228,yes,no,cellular,13,may,314,2,-1,0,unknown,yes
8381,38,management,married,tertiary,no,4293,yes,no,cellular,6,may,92,2,250,2,failure,no
2018,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,371,1,failure,yes
10425,41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,74,5,-1,0,unknown,no
7113,24,technician,single,secondary,no,135,yes,yes,cellular,18,may,250,1,-1,0,unknown,no
8497,32,management,single,tertiary,no,111,yes,no,unknown,8,may,162,2,-1,0,unknown,no
6941,33,technician,married,tertiary,no,5641,no,no,cellular,18,aug,168,2,-1,0,unknown,no
3793,45,management,single,tertiary,no,4831,no,no,cellular,30,jul,852,3,182,11,success,yes
1307,47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,-1,0,unknown,yes
1305,28,management,single,tertiary,no,730,yes,no,cellular,3,mar,631,1,-1,0,unknown,yes
2285,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,yes
6138,26,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,-1,0,unknown,no
5551,37,admin.,single,tertiary,no,3954,yes,no,cellular,12,aug,87,1,117,2,failure,no
10327,30,management,married,tertiary,no,5381,no,no,cellular,17,nov,375,1,-1,0,unknown,no
79,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes
6537,57,blue-collar,married,secondary,no,2058,yes,no,telephone,18,may,23,2,-1,0,unknown,no
2376,41,entrepreneur,married,primary,no,0,no,no,cellular,3,jul,438,2,389,1,other,yes
2674,28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,2,98,4,success,yes
8516,41,management,married,tertiary,no,298,no,no,cellular,4,may,63,3,272,1,other,no
6954,37,management,single,tertiary,no,0,no,no,cellular,20,oct,107,1,258,3,other,no
408,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,yes
8005,45,management,single,tertiary,no,997,no,yes,cellular,19,nov,152,1,-1,0,unknown,no
3801,63,management,married,tertiary,no,2785,no,no,cellular,2,aug,341,2,392,3,success,yes
10890,33,management,single,tertiary,no,4128,yes,no,unknown,12,may,456,6,-1,0,unknown,no
8623,42,technician,married,tertiary,no,446,no,no,cellular,6,aug,286,3,-1,0,unknown,no
6662,49,technician,married,secondary,no,12531,no,no,cellular,13,aug,77,8,-1,0,unknown,no
7977,36,admin.,single,secondary,no,8785,yes,no,cellular,20,nov,425,2,-1,0,unknown,no
4942,30,blue-collar,single,primary,no,253,yes,no,cellular,5,may,259,1,-1,0,unknown,yes
7763,44,services,divorced,secondary,no,608,yes,yes,unknown,18,jun,19,30,-1,0,unknown,no
10740,26,management,single,tertiary,no,7628,no,no,cellular,1,apr,263,1,-1,0,unknown,no
2398,71,retired,married,tertiary,no,4388,no,no,cellular,8,jul,896,2,-1,0,unknown,yes
2813,60,technician,married,secondary,no,10925,no,no,cellular,23,oct,270,3,185,1,success,yes
9710,60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,3,-1,0,unknown,no
1890,35,blue-collar,married,primary,no,159,yes,yes,cellular,12,may,826,1,-1,0,unknown,yes
2164,57,management,married,tertiary,no,473,no,no,cellular,1,jun,295,1,-1,0,unknown,yes
3563,40,technician,married,secondary,no,2266,no,no,cellular,26,may,175,3,89,7,other,yes
675,52,services,married,secondary,no,1000,no,no,cellular,5,aug,766,2,-1,0,unknown,yes
10178,45,entrepreneur,married,primary,no,488,yes,no,telephone,28,jul,90,11,-1,0,unknown,no
554,51,admin.,single,secondary,no,895,no,no,cellular,23,jul,638,2,-1,0,unknown,yes
1103,33,services,single,tertiary,no,-452,no,no,cellular,29,jan,692,2,-1,0,unknown,yes
5996,38,management,married,tertiary,no,1354,yes,no,cellular,29,jan,50,2,-1,0,unknown,no
6573,52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,-1,0,unknown,no
2206,42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success,yes
1508,42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,-1,0,unknown,yes
2243,57,retired,married,secondary,no,5313,no,no,cellular,3,jun,200,1,-1,0,unknown,yes
10793,50,admin.,divorced,secondary,no,797,yes,no,telephone,25,jul,72,8,-1,0,unknown,no
8295,51,blue-collar,married,secondary,no,568,yes,no,unknown,4,jun,37,1,-1,0,unknown,no
4576,31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes
5481,33,management,married,tertiary,no,968,no,yes,cellular,28,aug,95,10,-1,0,unknown,no
8371,40,blue-collar,married,primary,no,13,yes,no,unknown,4,jul,178,1,-1,0,unknown,no
7567,37,admin.,married,secondary,no,641,yes,no,unknown,5,jun,42,1,-1,0,unknown,no
5287,48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,431,2,-1,0,unknown,yes
3868,51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,180,6,success,yes
6020,29,blue-collar,married,secondary,no,975,yes,no,unknown,27,may,265,2,-1,0,unknown,no
1518,34,admin.,single,secondary,no,63,yes,no,cellular,17,apr,678,1,-1,0,unknown,yes
7120,48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no
9816,48,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,90,2,-1,0,unknown,no
1225,35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,515,1,-1,0,unknown,yes
3249,82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,1,-1,0,unknown,yes
4417,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes
9727,31,blue-collar,married,secondary,no,64,yes,no,cellular,18,jul,302,3,-1,0,unknown,no
6945,29,management,single,tertiary,no,54,yes,yes,unknown,26,may,257,3,-1,0,unknown,no
8324,32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,no
1154,28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,yes
3019,29,student,single,secondary,no,459,no,no,cellular,15,dec,279,3,189,19,other,yes
5440,26,management,single,tertiary,no,47,yes,no,cellular,18,may,63,1,-1,0,unknown,no
448,31,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444,3,-1,0,unknown,yes
10825,27,admin.,single,tertiary,no,832,no,no,cellular,21,apr,336,1,-1,0,unknown,no
1228,33,management,married,secondary,no,369,no,no,cellular,11,feb,446,1,-1,0,unknown,yes
8150,33,blue-collar,married,tertiary,no,6138,yes,no,unknown,20,may,369,1,-1,0,unknown,no
6105,56,retired,married,secondary,no,74,yes,no,unknown,26,may,152,2,-1,0,unknown,no
8873,77,retired,married,primary,no,2590,no,no,telephone,15,feb,112,5,94,15,success,no
5197,24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,956,1,-1,0,unknown,yes
1125,36,admin.,married,secondary,no,96,no,no,cellular,2,feb,302,1,-1,0,unknown,yes
8234,40,services,divorced,secondary,no,694,yes,no,cellular,31,jul,75,14,-1,0,unknown,no
7319,42,entrepreneur,married,primary,no,558,yes,no,cellular,6,may,186,2,-1,0,unknown,no
1562,34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes
7287,34,management,married,tertiary,no,557,yes,no,cellular,16,jul,513,1,-1,0,unknown,no
911,58,management,divorced,tertiary,no,372,no,yes,unknown,29,oct,11,1,-1,0,unknown,yes
9557,51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,may,121,1,-1,0,unknown,no
3195,30,admin.,single,secondary,no,4448,no,no,cellular,11,feb,112,8,-1,0,unknown,yes
128,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,yes
278,57,housemaid,married,primary,no,625,no,yes,unknown,11,jun,867,1,-1,0,unknown,yes
276,42,admin.,married,secondary,no,105,no,no,unknown,11,jun,1159,4,-1,0,unknown,yes
7032,59,retired,married,primary,no,-47,yes,no,cellular,27,aug,84,4,-1,0,unknown,no
4403,27,blue-collar,single,primary,no,232,yes,no,cellular,26,oct,701,2,-1,0,unknown,yes
8572,29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,152,4,344,2,failure,no
9124,49,blue-collar,married,primary,no,247,no,yes,cellular,22,jul,283,1,-1,0,unknown,no
2213,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,yes
4247,28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown,yes
2372,26,self-employed,single,tertiary,no,2857,no,no,cellular,3,jul,446,1,-1,0,unknown,yes
8179,41,services,married,secondary,no,205,yes,no,unknown,8,may,91,1,-1,0,unknown,no
10826,24,student,single,secondary,no,493,yes,no,cellular,13,may,85,4,358,1,other,no
7745,46,blue-collar,married,primary,no,557,no,no,unknown,18,jun,89,1,-1,0,unknown,no
119,34,retired,married,primary,no,4499,no,no,unknown,21,may,1681,1,-1,0,unknown,yes
8024,38,management,married,primary,no,1365,yes,no,unknown,5,jun,224,1,-1,0,unknown,no
2512,50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,yes
10697,39,blue-collar,married,secondary,no,854,yes,yes,cellular,6,may,181,1,-1,0,unknown,no
7098,34,technician,single,tertiary,no,370,no,no,cellular,11,aug,116,2,-1,0,unknown,no
2569,34,self-employed,single,tertiary,no,9962,no,no,cellular,20,aug,474,1,-1,0,unknown,yes
8710,33,services,single,secondary,no,-27,yes,no,unknown,26,may,165,1,-1,0,unknown,no
3280,30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,1,191,3,success,yes
8170,36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,102,3,-1,0,unknown,no
